root,root_local,transition,from_limit,to_limit,delta_edge_count,delta_edges,delta_vertex_count,delta_vertices,delta_edge_hits,before_support,after_support,channels_admitted
12:45,45,6 -> 9,23,24,1,tuple_edge_2391,1,9:45,,"{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 6}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 11}}",False
12:45,45,9 -> 12,32,33,1,tuple_edge_2967,1,12:25,slot_12_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 7}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 12}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 7}, ""slot_12_internal_carrier"": {""edge_overlap"": 5, ""vertex_overlap"": 6}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 11}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 13}}",False
12:45,45,6/12 -> 12,4,5,1,tuple_edge_2978,1,12:4,slot_12_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 2}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 3}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 3}}","{""slot_06_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 3}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 4}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 4}}",False
12:46,46,12 -> 6,12,13,1,tuple_edge_1560,1,6:42,slot_06_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 3, ""vertex_overlap"": 4}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 9}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 6}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 6}}",False
12:46,46,6 -> 9,23,24,1,tuple_edge_2393,1,9:46,,"{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 6}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 11}}",False
12:46,46,9 -> 12,32,33,1,tuple_edge_2972,0,,slot_12_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 7}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 12}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 7}, ""slot_12_internal_carrier"": {""edge_overlap"": 5, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 12}}",False
12:46,46,6/12 -> 12,4,5,1,tuple_edge_3104,1,12:35,slot_12_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 2}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 3}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 3}}","{""slot_06_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 3}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 4}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 4}}",False
12:47,47,12 -> 6,12,13,1,tuple_edge_1575,1,6:53,slot_06_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 3, ""vertex_overlap"": 4}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 9}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 6}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 6}}",False
12:47,47,6 -> 9,23,24,1,tuple_edge_2396,1,9:47,,"{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 6}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 11}}",False
12:47,47,9 -> 12,32,33,1,tuple_edge_2969,1,12:2,slot_12_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 7}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 12}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 7}, ""slot_12_internal_carrier"": {""edge_overlap"": 5, ""vertex_overlap"": 6}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 11}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 13}}",False
12:47,47,6/12 -> 12,4,5,1,tuple_edge_3124,1,12:41,slot_12_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 2}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 3}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 3}}","{""slot_06_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 3}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 4}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 4}}",False
12:48,48,12 -> 6,12,13,1,tuple_edge_1580,1,6:56,slot_06_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 3, ""vertex_overlap"": 4}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 9}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 6}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 6}}",False
12:48,48,6 -> 9,23,24,1,tuple_edge_2401,1,9:48,,"{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 6}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 11}}",False
12:48,48,9 -> 12,32,33,1,tuple_edge_3109,1,12:38,slot_12_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 6}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 11}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 6}, ""slot_12_internal_carrier"": {""edge_overlap"": 5, ""vertex_overlap"": 6}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 11}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 12}}",False
12:48,48,6/12 -> 12,4,5,1,tuple_edge_3140,1,12:52,slot_12_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 2}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 3}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 3}}","{""slot_06_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 3}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 4}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 4}}",False
12:49,49,12 -> 6,12,13,1,tuple_edge_1585,1,6:57,slot_06_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 3, ""vertex_overlap"": 4}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 9}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 6}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 6}}",False
12:49,49,6 -> 9,23,24,1,tuple_edge_2406,1,9:49,,"{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 6}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 11}}",False
12:49,49,9 -> 12,32,33,1,tuple_edge_2972,1,12:35,slot_12_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 7}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 12}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 7}, ""slot_12_internal_carrier"": {""edge_overlap"": 5, ""vertex_overlap"": 6}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 11}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 13}}",False
12:49,49,6/12 -> 12,4,5,1,tuple_edge_3144,1,12:53,slot_12_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 2}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 3}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 3}}","{""slot_06_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 3}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 4}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 4}}",False
12:50,50,12 -> 6,12,13,1,tuple_edge_1556,1,6:41,slot_06_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 3, ""vertex_overlap"": 4}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 9}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 6}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 6}}",False
12:50,50,6 -> 9,23,24,1,tuple_edge_2412,1,9:50,,"{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 6}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 11}}",False
12:50,50,9 -> 12,32,33,1,tuple_edge_2982,1,12:11,slot_12_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 7}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 12}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 7}, ""slot_12_internal_carrier"": {""edge_overlap"": 5, ""vertex_overlap"": 6}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 11}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 13}}",False
12:50,50,6/12 -> 12,4,5,1,tuple_edge_3000,1,12:8,slot_12_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 2}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 3}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 3}}","{""slot_06_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 3}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 4}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 4}}",False
12:51,51,12 -> 6,12,13,1,tuple_edge_1595,1,6:57,slot_06_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 3, ""vertex_overlap"": 4}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 9}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 6}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 6}}",False
12:51,51,6 -> 9,23,24,1,tuple_edge_2415,1,9:51,,"{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 6}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 11}}",False
12:51,51,9 -> 12,32,33,1,tuple_edge_3002,0,,slot_12_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 7}, ""slot_12_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 12}}","{""slot_06_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 5}, ""slot_09_internal_carrier"": {""edge_overlap"": 4, ""vertex_overlap"": 7}, ""slot_12_internal_carrier"": {""edge_overlap"": 5, ""vertex_overlap"": 5}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 10}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 12}}",False
12:51,51,6/12 -> 12,4,5,1,tuple_edge_3015,1,12:10,slot_12_internal_carrier,"{""slot_06_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 2}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 3}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 3}}","{""slot_06_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_09_internal_carrier"": {""edge_overlap"": 0, ""vertex_overlap"": 1}, ""slot_12_internal_carrier"": {""edge_overlap"": 2, ""vertex_overlap"": 3}, ""slot_pair_06_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 4}, ""slot_pair_09_12_boundary_carrier"": {""edge_overlap"": 1, ""vertex_overlap"": 4}}",False
