candidate_index,A,B,C,D,E,role_pairs,unique_hits,miss_reasons
44478,1,12,13,14,5,01_12 12_13 14_13 14_05,3,AB:missing_target_anchor_edge
44481,1,12,13,14,8,01_12 12_13 14_13 14_08,3,AB:missing_target_anchor_edge
44483,1,12,13,14,10,01_12 12_13 14_13 14_10,3,AB:missing_target_anchor_edge
45279,1,13,6,0,4,01_13 13_06 00_06 00_04,3,AB:missing_target_anchor_edge
45280,1,13,6,0,5,01_13 13_06 00_06 00_05,3,AB:missing_target_anchor_edge
45394,1,13,6,12,9,01_13 13_06 12_06 12_09,3,AB:missing_target_anchor_edge
45396,1,13,6,12,11,01_13 13_06 12_06 12_11,3,AB:missing_target_anchor_edge
45553,1,13,8,2,3,01_13 13_08 02_08 02_03,3,AB:missing_target_anchor_edge
45557,1,13,8,2,7,01_13 13_08 02_08 02_07,3,AB:missing_target_anchor_edge
45564,1,13,8,3,2,01_13 13_08 03_08 03_02,3,AB:missing_target_anchor_edge
45565,1,13,8,3,4,01_13 13_08 03_08 03_04,3,AB:missing_target_anchor_edge
45569,1,13,8,3,9,01_13 13_08 03_08 03_09,3,AB:missing_target_anchor_edge
45666,1,13,8,14,5,01_13 13_08 14_08 14_05,3,AB:missing_target_anchor_edge
45670,1,13,8,14,10,01_13 13_08 14_08 14_10,3,AB:missing_target_anchor_edge
46124,1,13,12,6,0,01_13 13_12 06_12 06_00,3,AB:missing_target_anchor_edge
46159,1,13,12,9,3,01_13 13_12 09_12 09_03,3,AB:missing_target_anchor_edge
46160,1,13,12,9,4,01_13 13_12 09_12 09_04,3,AB:missing_target_anchor_edge
46166,1,13,12,9,11,01_13 13_12 09_12 09_11,3,AB:missing_target_anchor_edge
46185,1,13,12,11,7,01_13 13_12 11_12 11_07,3,AB:missing_target_anchor_edge
46187,1,13,12,11,9,01_13 13_12 11_12 11_09,3,AB:missing_target_anchor_edge
46188,1,13,12,11,10,01_13 13_12 11_12 11_10,3,AB:missing_target_anchor_edge
46245,1,13,14,5,0,01_13 13_14 05_14 05_00,3,AB:missing_target_anchor_edge
46248,1,13,14,5,4,01_13 13_14 05_14 05_04,3,AB:missing_target_anchor_edge
46253,1,13,14,5,10,01_13 13_14 05_14 05_10,3,AB:missing_target_anchor_edge
46279,1,13,14,8,2,01_13 13_14 08_14 08_02,3,AB:missing_target_anchor_edge
46280,1,13,14,8,3,01_13 13_14 08_14 08_03,3,AB:missing_target_anchor_edge
46304,1,13,14,10,5,01_13 13_14 10_14 10_05,3,AB:missing_target_anchor_edge
46306,1,13,14,10,7,01_13 13_14 10_14 10_07,3,AB:missing_target_anchor_edge
46309,1,13,14,10,11,01_13 13_14 10_14 10_11,3,AB:missing_target_anchor_edge
46863,1,14,5,0,4,01_14 14_05 00_05 00_04,3,AB:missing_target_anchor_edge
46864,1,14,5,0,6,01_14 14_05 00_05 00_06,3,AB:missing_target_anchor_edge
46894,1,14,5,4,0,01_14 14_05 04_05 04_00,3,AB:missing_target_anchor_edge
46896,1,14,5,4,3,01_14 14_05 04_05 04_03,3,AB:missing_target_anchor_edge
46900,1,14,5,4,9,01_14 14_05 04_05 04_09,3,AB:missing_target_anchor_edge
46954,1,14,5,10,7,01_14 14_05 10_05 10_07,3,AB:missing_target_anchor_edge
46957,1,14,5,10,11,01_14 14_05 10_05 10_11,3,AB:missing_target_anchor_edge
47269,1,14,8,2,3,01_14 14_08 02_08 02_03,3,AB:missing_target_anchor_edge
47273,1,14,8,2,7,01_14 14_08 02_08 02_07,3,AB:missing_target_anchor_edge
47280,1,14,8,3,2,01_14 14_08 03_08 03_02,3,AB:missing_target_anchor_edge
47281,1,14,8,3,4,01_14 14_08 03_08 03_04,3,AB:missing_target_anchor_edge
47285,1,14,8,3,9,01_14 14_08 03_08 03_09,3,AB:missing_target_anchor_edge
47383,1,14,8,13,6,01_14 14_08 13_08 13_06,3,AB:missing_target_anchor_edge
47388,1,14,8,13,12,01_14 14_08 13_08 13_12,3,AB:missing_target_anchor_edge
47565,1,14,10,5,0,01_14 14_10 05_10 05_00,3,AB:missing_target_anchor_edge
47568,1,14,10,5,4,01_14 14_10 05_10 05_04,3,AB:missing_target_anchor_edge
47588,1,14,10,7,2,01_14 14_10 07_10 07_02,3,AB:missing_target_anchor_edge
47595,1,14,10,7,11,01_14 14_10 07_10 07_11,3,AB:missing_target_anchor_edge
47626,1,14,10,11,7,01_14 14_10 11_10 11_07,3,AB:missing_target_anchor_edge
47628,1,14,10,11,9,01_14 14_10 11_10 11_09,3,AB:missing_target_anchor_edge
47629,1,14,10,11,12,01_14 14_10 11_10 11_12,3,AB:missing_target_anchor_edge
47972,1,14,13,6,0,01_14 14_13 06_13 06_00,3,AB:missing_target_anchor_edge
47982,1,14,13,6,12,01_14 14_13 06_13 06_12,3,AB:missing_target_anchor_edge
47995,1,14,13,8,2,01_14 14_13 08_13 08_02,3,AB:missing_target_anchor_edge
47996,1,14,13,8,3,01_14 14_13 08_13 08_03,3,AB:missing_target_anchor_edge
48043,1,14,13,12,6,01_14 14_13 12_13 12_06,3,AB:missing_target_anchor_edge
48046,1,14,13,12,9,01_14 14_13 12_13 12_09,3,AB:missing_target_anchor_edge
48048,1,14,13,12,11,01_14 14_13 12_13 12_11,3,AB:missing_target_anchor_edge
48090,2,0,1,6,12,02_00 00_01 06_01 06_12,3,AB:missing_target_anchor_edge
48091,2,0,1,6,13,02_00 00_01 06_01 06_13,3,AB:missing_target_anchor_edge
48099,2,0,1,7,10,02_00 00_01 07_01 07_10,3,AB:missing_target_anchor_edge
48100,2,0,1,7,11,02_00 00_01 07_01 07_11,3,AB:missing_target_anchor_edge
48328,2,0,4,3,8,02_00 00_04 03_04 03_08,3,AB:missing_target_anchor_edge
48329,2,0,4,3,9,02_00 00_04 03_04 03_09,3,AB:missing_target_anchor_edge
48341,2,0,4,5,10,02_00 00_04 05_04 05_10,3,AB:missing_target_anchor_edge
48345,2,0,4,5,14,02_00 00_04 05_04 05_14,3,AB:missing_target_anchor_edge
48380,2,0,4,9,3,02_00 00_04 09_04 09_03,3,AB:missing_target_anchor_edge
48386,2,0,4,9,11,02_00 00_04 09_04 09_11,3,AB:missing_target_anchor_edge
48387,2,0,4,9,12,02_00 00_04 09_04 09_12,3,AB:missing_target_anchor_edge
48468,2,0,5,4,3,02_00 00_05 04_05 04_03,3,AB:missing_target_anchor_edge
48472,2,0,5,4,9,02_00 00_05 04_05 04_09,3,AB:missing_target_anchor_edge
48526,2,0,5,10,7,02_00 00_05 10_05 10_07,3,AB:missing_target_anchor_edge
48529,2,0,5,10,11,02_00 00_05 10_05 10_11,3,AB:missing_target_anchor_edge
48532,2,0,5,10,14,02_00 00_05 10_05 10_14,3,AB:missing_target_anchor_edge
48571,2,0,5,14,8,02_00 00_05 14_05 14_08,3,AB:missing_target_anchor_edge
48573,2,0,5,14,10,02_00 00_05 14_05 14_10,3,AB:missing_target_anchor_edge
48576,2,0,5,14,13,02_00 00_05 14_05 14_13,3,AB:missing_target_anchor_edge
48580,2,0,6,1,7,02_00 00_06 01_06 01_07,3,AB:missing_target_anchor_edge
48682,2,0,6,12,9,02_00 00_06 12_06 12_09,3,AB:missing_target_anchor_edge
48684,2,0,6,12,11,02_00 00_06 12_06 12_11,3,AB:missing_target_anchor_edge
48685,2,0,6,12,13,02_00 00_06 12_06 12_13,3,AB:missing_target_anchor_edge
48692,2,0,6,13,8,02_00 00_06 13_06 13_08,3,AB:missing_target_anchor_edge
48696,2,0,6,13,12,02_00 00_06 13_06 13_12,3,AB:missing_target_anchor_edge
48697,2,0,6,13,14,02_00 00_06 13_06 13_14,3,AB:missing_target_anchor_edge
49765,2,1,0,3,4,02_01 01_00 03_00 03_04,3,DC:missing_target_anchor_edge
49769,2,1,0,3,8,02_01 01_00 03_00 03_08,3,DC:missing_target_anchor_edge
49770,2,1,0,3,9,02_01 01_00 03_00 03_09,3,DC:missing_target_anchor_edge
49778,2,1,0,4,6,02_01 01_00 04_00 04_06,3,DE:missing_target_anchor_edge
49779,2,1,0,4,7,02_01 01_00 04_00 04_07,3,DE:missing_target_anchor_edge
49780,2,1,0,4,8,02_01 01_00 04_00 04_08,3,DE:missing_target_anchor_edge
49782,2,1,0,4,10,02_01 01_00 04_00 04_10,3,DE:missing_target_anchor_edge
49783,2,1,0,4,11,02_01 01_00 04_00 04_11,3,DE:missing_target_anchor_edge
49784,2,1,0,4,12,02_01 01_00 04_00 04_12,3,DE:missing_target_anchor_edge
49785,2,1,0,4,13,02_01 01_00 04_00 04_13,3,DE:missing_target_anchor_edge
49786,2,1,0,4,14,02_01 01_00 04_00 04_14,3,DE:missing_target_anchor_edge
49787,2,1,0,5,3,02_01 01_00 05_00 05_03,3,DE:missing_target_anchor_edge
49789,2,1,0,5,6,02_01 01_00 05_00 05_06,3,DE:missing_target_anchor_edge
49790,2,1,0,5,7,02_01 01_00 05_00 05_07,3,DE:missing_target_anchor_edge
49791,2,1,0,5,8,02_01 01_00 05_00 05_08,3,DE:missing_target_anchor_edge
49792,2,1,0,5,9,02_01 01_00 05_00 05_09,3,DE:missing_target_anchor_edge
49794,2,1,0,5,11,02_01 01_00 05_00 05_11,3,DE:missing_target_anchor_edge
49795,2,1,0,5,12,02_01 01_00 05_00 05_12,3,DE:missing_target_anchor_edge
49796,2,1,0,5,13,02_01 01_00 05_00 05_13,3,DE:missing_target_anchor_edge
49798,2,1,0,6,3,02_01 01_00 06_00 06_03,3,DE:missing_target_anchor_edge
49799,2,1,0,6,4,02_01 01_00 06_00 06_04,3,DE:missing_target_anchor_edge
49800,2,1,0,6,5,02_01 01_00 06_00 06_05,3,DE:missing_target_anchor_edge
49801,2,1,0,6,7,02_01 01_00 06_00 06_07,3,DE:missing_target_anchor_edge
49802,2,1,0,6,8,02_01 01_00 06_00 06_08,3,DE:missing_target_anchor_edge
49803,2,1,0,6,9,02_01 01_00 06_00 06_09,3,DE:missing_target_anchor_edge
49804,2,1,0,6,10,02_01 01_00 06_00 06_10,3,DE:missing_target_anchor_edge
49805,2,1,0,6,11,02_01 01_00 06_00 06_11,3,DE:missing_target_anchor_edge
49808,2,1,0,6,14,02_01 01_00 06_00 06_14,3,DE:missing_target_anchor_edge
49815,2,1,0,7,10,02_01 01_00 07_00 07_10,3,DC:missing_target_anchor_edge
49816,2,1,0,7,11,02_01 01_00 07_00 07_11,3,DC:missing_target_anchor_edge
49820,2,1,0,8,3,02_01 01_00 08_00 08_03,3,DC:missing_target_anchor_edge
49829,2,1,0,8,13,02_01 01_00 08_00 08_13,3,DC:missing_target_anchor_edge
49830,2,1,0,8,14,02_01 01_00 08_00 08_14,3,DC:missing_target_anchor_edge
49831,2,1,0,9,3,02_01 01_00 09_00 09_03,3,DC:missing_target_anchor_edge
49832,2,1,0,9,4,02_01 01_00 09_00 09_04,3,DC:missing_target_anchor_edge
49838,2,1,0,9,11,02_01 01_00 09_00 09_11,3,DC:missing_target_anchor_edge
49839,2,1,0,9,12,02_01 01_00 09_00 09_12,3,DC:missing_target_anchor_edge
49844,2,1,0,10,5,02_01 01_00 10_00 10_05,3,DC:missing_target_anchor_edge
49846,2,1,0,10,7,02_01 01_00 10_00 10_07,3,DC:missing_target_anchor_edge
49849,2,1,0,10,11,02_01 01_00 10_00 10_11,3,DC:missing_target_anchor_edge
49852,2,1,0,10,14,02_01 01_00 10_00 10_14,3,DC:missing_target_anchor_edge
49857,2,1,0,11,7,02_01 01_00 11_00 11_07,3,DC:missing_target_anchor_edge
49859,2,1,0,11,9,02_01 01_00 11_00 11_09,3,DC:missing_target_anchor_edge
49860,2,1,0,11,10,02_01 01_00 11_00 11_10,3,DC:missing_target_anchor_edge
49861,2,1,0,11,12,02_01 01_00 11_00 11_12,3,DC:missing_target_anchor_edge
49867,2,1,0,12,6,02_01 01_00 12_00 12_06,3,DC:missing_target_anchor_edge
49870,2,1,0,12,9,02_01 01_00 12_00 12_09,3,DC:missing_target_anchor_edge
49872,2,1,0,12,11,02_01 01_00 12_00 12_11,3,DC:missing_target_anchor_edge
49873,2,1,0,12,13,02_01 01_00 12_00 12_13,3,DC:missing_target_anchor_edge
49878,2,1,0,13,6,02_01 01_00 13_00 13_06,3,DC:missing_target_anchor_edge
49880,2,1,0,13,8,02_01 01_00 13_00 13_08,3,DC:missing_target_anchor_edge
49884,2,1,0,13,12,02_01 01_00 13_00 13_12,3,DC:missing_target_anchor_edge
49885,2,1,0,13,14,02_01 01_00 13_00 13_14,3,DC:missing_target_anchor_edge
49888,2,1,0,14,5,02_01 01_00 14_00 14_05,3,DC:missing_target_anchor_edge
49891,2,1,0,14,8,02_01 01_00 14_00 14_08,3,DC:missing_target_anchor_edge
49893,2,1,0,14,10,02_01 01_00 14_00 14_10,3,DC:missing_target_anchor_edge
49896,2,1,0,14,13,02_01 01_00 14_00 14_13,3,DC:missing_target_anchor_edge
49908,2,1,3,4,0,02_01 01_03 04_03 04_00,3,BC:missing_target_anchor_edge
49909,2,1,3,4,5,02_01 01_03 04_03 04_05,3,BC:missing_target_anchor_edge
49913,2,1,3,4,9,02_01 01_03 04_03 04_09,3,BC:missing_target_anchor_edge
49961,2,1,3,8,13,02_01 01_03 08_03 08_13,3,BC:missing_target_anchor_edge
49962,2,1,3,8,14,02_01 01_03 08_03 08_14,3,BC:missing_target_anchor_edge
49964,2,1,3,9,4,02_01 01_03 09_03 09_04,3,BC:missing_target_anchor_edge
49970,2,1,3,9,11,02_01 01_03 09_03 09_11,3,BC:missing_target_anchor_edge
49971,2,1,3,9,12,02_01 01_03 09_03 09_12,3,BC:missing_target_anchor_edge
50030,2,1,4,0,5,02_01 01_04 00_04 00_05,3,BC:missing_target_anchor_edge
50031,2,1,4,0,6,02_01 01_04 00_04 00_06,3,BC:missing_target_anchor_edge
50044,2,1,4,3,8,02_01 01_04 03_04 03_08,3,BC:missing_target_anchor_edge
50045,2,1,4,3,9,02_01 01_04 03_04 03_09,3,BC:missing_target_anchor_edge
50051,2,1,4,5,0,02_01 01_04 05_04 05_00,3,BC:missing_target_anchor_edge
50057,2,1,4,5,10,02_01 01_04 05_04 05_10,3,BC:missing_target_anchor_edge
50061,2,1,4,5,14,02_01 01_04 05_04 05_14,3,BC:missing_target_anchor_edge
50096,2,1,4,9,3,02_01 01_04 09_04 09_03,3,BC:missing_target_anchor_edge
50102,2,1,4,9,11,02_01 01_04 09_04 09_11,3,BC:missing_target_anchor_edge
50103,2,1,4,9,12,02_01 01_04 09_04 09_12,3,BC:missing_target_anchor_edge
50162,2,1,5,0,4,02_01 01_05 00_05 00_04,3,BC:missing_target_anchor_edge
50163,2,1,5,0,6,02_01 01_05 00_05 00_06,3,BC:missing_target_anchor_edge
50183,2,1,5,4,0,02_01 01_05 04_05 04_00,3,BC:missing_target_anchor_edge
50184,2,1,5,4,3,02_01 01_05 04_05 04_03,3,BC:missing_target_anchor_edge
50188,2,1,5,4,9,02_01 01_05 04_05 04_09,3,BC:missing_target_anchor_edge
50242,2,1,5,10,7,02_01 01_05 10_05 10_07,3,BC:missing_target_anchor_edge
50245,2,1,5,10,11,02_01 01_05 10_05 10_11,3,BC:missing_target_anchor_edge
50248,2,1,5,10,14,02_01 01_05 10_05 10_14,3,BC:missing_target_anchor_edge
50287,2,1,5,14,8,02_01 01_05 14_05 14_08,3,BC:missing_target_anchor_edge
50289,2,1,5,14,10,02_01 01_05 14_05 14_10,3,BC:missing_target_anchor_edge
50292,2,1,5,14,13,02_01 01_05 14_05 14_13,3,BC:missing_target_anchor_edge
50293,2,1,6,0,3,02_01 01_06 00_06 00_03,3,DE:missing_target_anchor_edge
50296,2,1,6,0,7,02_01 01_06 00_06 00_07,3,DE:missing_target_anchor_edge
50297,2,1,6,0,8,02_01 01_06 00_06 00_08,3,DE:missing_target_anchor_edge
50298,2,1,6,0,9,02_01 01_06 00_06 00_09,3,DE:missing_target_anchor_edge
50299,2,1,6,0,10,02_01 01_06 00_06 00_10,3,DE:missing_target_anchor_edge
50300,2,1,6,0,11,02_01 01_06 00_06 00_11,3,DE:missing_target_anchor_edge
50301,2,1,6,0,12,02_01 01_06 00_06 00_12,3,DE:missing_target_anchor_edge
50302,2,1,6,0,13,02_01 01_06 00_06 00_13,3,DE:missing_target_anchor_edge
50303,2,1,6,0,14,02_01 01_06 00_06 00_14,3,DE:missing_target_anchor_edge
50305,2,1,6,3,4,02_01 01_06 03_06 03_04,3,DC:missing_target_anchor_edge
50308,2,1,6,3,8,02_01 01_06 03_06 03_08,3,DC:missing_target_anchor_edge
50309,2,1,6,3,9,02_01 01_06 03_06 03_09,3,DC:missing_target_anchor_edge
50315,2,1,6,4,0,02_01 01_06 04_06 04_00,3,DC:missing_target_anchor_edge
50316,2,1,6,4,3,02_01 01_06 04_06 04_03,3,DC:missing_target_anchor_edge
50317,2,1,6,4,5,02_01 01_06 04_06 04_05,3,DC:missing_target_anchor_edge
50320,2,1,6,4,9,02_01 01_06 04_06 04_09,3,DC:missing_target_anchor_edge
50326,2,1,6,5,0,02_01 01_06 05_06 05_00,3,DC:missing_target_anchor_edge
50328,2,1,6,5,4,02_01 01_06 05_06 05_04,3,DC:missing_target_anchor_edge
50332,2,1,6,5,10,02_01 01_06 05_06 05_10,3,DC:missing_target_anchor_edge
50336,2,1,6,5,14,02_01 01_06 05_06 05_14,3,DC:missing_target_anchor_edge
50343,2,1,6,7,10,02_01 01_06 07_06 07_10,3,DC:missing_target_anchor_edge
50344,2,1,6,7,11,02_01 01_06 07_06 07_11,3,DC:missing_target_anchor_edge
50349,2,1,6,8,3,02_01 01_06 08_06 08_03,3,DC:missing_target_anchor_edge
50357,2,1,6,8,13,02_01 01_06 08_06 08_13,3,DC:missing_target_anchor_edge
50358,2,1,6,8,14,02_01 01_06 08_06 08_14,3,DC:missing_target_anchor_edge
50360,2,1,6,9,3,02_01 01_06 09_06 09_03,3,DC:missing_target_anchor_edge
50361,2,1,6,9,4,02_01 01_06 09_06 09_04,3,DC:missing_target_anchor_edge
50366,2,1,6,9,11,02_01 01_06 09_06 09_11,3,DC:missing_target_anchor_edge
50367,2,1,6,9,12,02_01 01_06 09_06 09_12,3,DC:missing_target_anchor_edge
50373,2,1,6,10,5,02_01 01_06 10_06 10_05,3,DC:missing_target_anchor_edge
50374,2,1,6,10,7,02_01 01_06 10_06 10_07,3,DC:missing_target_anchor_edge
50377,2,1,6,10,11,02_01 01_06 10_06 10_11,3,DC:missing_target_anchor_edge
50380,2,1,6,10,14,02_01 01_06 10_06 10_14,3,DC:missing_target_anchor_edge
50385,2,1,6,11,7,02_01 01_06 11_06 11_07,3,DC:missing_target_anchor_edge
50387,2,1,6,11,9,02_01 01_06 11_06 11_09,3,DC:missing_target_anchor_edge
50388,2,1,6,11,10,02_01 01_06 11_06 11_10,3,DC:missing_target_anchor_edge
50389,2,1,6,11,12,02_01 01_06 11_06 11_12,3,DC:missing_target_anchor_edge
50392,2,1,6,12,0,02_01 01_06 12_06 12_00,3,DE:missing_target_anchor_edge
50393,2,1,6,12,3,02_01 01_06 12_06 12_03,3,DE:missing_target_anchor_edge
50394,2,1,6,12,4,02_01 01_06 12_06 12_04,3,DE:missing_target_anchor_edge
50395,2,1,6,12,5,02_01 01_06 12_06 12_05,3,DE:missing_target_anchor_edge
50396,2,1,6,12,7,02_01 01_06 12_06 12_07,3,DE:missing_target_anchor_edge
50397,2,1,6,12,8,02_01 01_06 12_06 12_08,3,DE:missing_target_anchor_edge
50399,2,1,6,12,10,02_01 01_06 12_06 12_10,3,DE:missing_target_anchor_edge
50402,2,1,6,12,14,02_01 01_06 12_06 12_14,3,DE:missing_target_anchor_edge
50403,2,1,6,13,0,02_01 01_06 13_06 13_00,3,DE:missing_target_anchor_edge
50404,2,1,6,13,3,02_01 01_06 13_06 13_03,3,DE:missing_target_anchor_edge
50405,2,1,6,13,4,02_01 01_06 13_06 13_04,3,DE:missing_target_anchor_edge
50406,2,1,6,13,5,02_01 01_06 13_06 13_05,3,DE:missing_target_anchor_edge
50407,2,1,6,13,7,02_01 01_06 13_06 13_07,3,DE:missing_target_anchor_edge
50409,2,1,6,13,9,02_01 01_06 13_06 13_09,3,DE:missing_target_anchor_edge
50410,2,1,6,13,10,02_01 01_06 13_06 13_10,3,DE:missing_target_anchor_edge
50411,2,1,6,13,11,02_01 01_06 13_06 13_11,3,DE:missing_target_anchor_edge
50417,2,1,6,14,5,02_01 01_06 14_06 14_05,3,DC:missing_target_anchor_edge
50419,2,1,6,14,8,02_01 01_06 14_06 14_08,3,DC:missing_target_anchor_edge
50421,2,1,6,14,10,02_01 01_06 14_06 14_10,3,DC:missing_target_anchor_edge
50424,2,1,6,14,13,02_01 01_06 14_06 14_13,3,DC:missing_target_anchor_edge
50426,2,1,7,0,4,02_01 01_07 00_07 00_04,3,DC:missing_target_anchor_edge
50427,2,1,7,0,5,02_01 01_07 00_07 00_05,3,DC:missing_target_anchor_edge
50428,2,1,7,0,6,02_01 01_07 00_07 00_06,3,DC:missing_target_anchor_edge
50437,2,1,7,3,4,02_01 01_07 03_07 03_04,3,DC:missing_target_anchor_edge
50440,2,1,7,3,8,02_01 01_07 03_07 03_08,3,DC:missing_target_anchor_edge
50441,2,1,7,3,9,02_01 01_07 03_07 03_09,3,DC:missing_target_anchor_edge
50447,2,1,7,4,0,02_01 01_07 04_07 04_00,3,DC:missing_target_anchor_edge
50448,2,1,7,4,3,02_01 01_07 04_07 04_03,3,DC:missing_target_anchor_edge
50449,2,1,7,4,5,02_01 01_07 04_07 04_05,3,DC:missing_target_anchor_edge
50452,2,1,7,4,9,02_01 01_07 04_07 04_09,3,DC:missing_target_anchor_edge
50458,2,1,7,5,0,02_01 01_07 05_07 05_00,3,DC:missing_target_anchor_edge
50460,2,1,7,5,4,02_01 01_07 05_07 05_04,3,DC:missing_target_anchor_edge
50464,2,1,7,5,10,02_01 01_07 05_07 05_10,3,DC:missing_target_anchor_edge
50468,2,1,7,5,14,02_01 01_07 05_07 05_14,3,DC:missing_target_anchor_edge
50469,2,1,7,6,0,02_01 01_07 06_07 06_00,3,DC:missing_target_anchor_edge
50477,2,1,7,6,12,02_01 01_07 06_07 06_12,3,DC:missing_target_anchor_edge
50478,2,1,7,6,13,02_01 01_07 06_07 06_13,3,DC:missing_target_anchor_edge
50481,2,1,7,8,3,02_01 01_07 08_07 08_03,3,DC:missing_target_anchor_edge
50489,2,1,7,8,13,02_01 01_07 08_07 08_13,3,DC:missing_target_anchor_edge
50490,2,1,7,8,14,02_01 01_07 08_07 08_14,3,DC:missing_target_anchor_edge
50492,2,1,7,9,3,02_01 01_07 09_07 09_03,3,DC:missing_target_anchor_edge
50493,2,1,7,9,4,02_01 01_07 09_07 09_04,3,DC:missing_target_anchor_edge
50498,2,1,7,9,11,02_01 01_07 09_07 09_11,3,DC:missing_target_anchor_edge
50499,2,1,7,9,12,02_01 01_07 09_07 09_12,3,DC:missing_target_anchor_edge
50502,2,1,7,10,0,02_01 01_07 10_07 10_00,3,DE:missing_target_anchor_edge
50503,2,1,7,10,3,02_01 01_07 10_07 10_03,3,DE:missing_target_anchor_edge
50504,2,1,7,10,4,02_01 01_07 10_07 10_04,3,DE:missing_target_anchor_edge
50506,2,1,7,10,6,02_01 01_07 10_07 10_06,3,DE:missing_target_anchor_edge
50507,2,1,7,10,8,02_01 01_07 10_07 10_08,3,DE:missing_target_anchor_edge
50508,2,1,7,10,9,02_01 01_07 10_07 10_09,3,DE:missing_target_anchor_edge
50510,2,1,7,10,12,02_01 01_07 10_07 10_12,3,DE:missing_target_anchor_edge
50511,2,1,7,10,13,02_01 01_07 10_07 10_13,3,DE:missing_target_anchor_edge
50513,2,1,7,11,0,02_01 01_07 11_07 11_00,3,DE:missing_target_anchor_edge
50514,2,1,7,11,3,02_01 01_07 11_07 11_03,3,DE:missing_target_anchor_edge
50515,2,1,7,11,4,02_01 01_07 11_07 11_04,3,DE:missing_target_anchor_edge
50516,2,1,7,11,5,02_01 01_07 11_07 11_05,3,DE:missing_target_anchor_edge
50517,2,1,7,11,6,02_01 01_07 11_07 11_06,3,DE:missing_target_anchor_edge
50518,2,1,7,11,8,02_01 01_07 11_07 11_08,3,DE:missing_target_anchor_edge
50522,2,1,7,11,13,02_01 01_07 11_07 11_13,3,DE:missing_target_anchor_edge
50523,2,1,7,11,14,02_01 01_07 11_07 11_14,3,DE:missing_target_anchor_edge
50528,2,1,7,12,6,02_01 01_07 12_07 12_06,3,DC:missing_target_anchor_edge
50530,2,1,7,12,9,02_01 01_07 12_07 12_09,3,DC:missing_target_anchor_edge
50532,2,1,7,12,11,02_01 01_07 12_07 12_11,3,DC:missing_target_anchor_edge
50533,2,1,7,12,13,02_01 01_07 12_07 12_13,3,DC:missing_target_anchor_edge
50539,2,1,7,13,6,02_01 01_07 13_07 13_06,3,DC:missing_target_anchor_edge
50540,2,1,7,13,8,02_01 01_07 13_07 13_08,3,DC:missing_target_anchor_edge
50544,2,1,7,13,12,02_01 01_07 13_07 13_12,3,DC:missing_target_anchor_edge
50545,2,1,7,13,14,02_01 01_07 13_07 13_14,3,DC:missing_target_anchor_edge
50549,2,1,7,14,5,02_01 01_07 14_07 14_05,3,DC:missing_target_anchor_edge
50551,2,1,7,14,8,02_01 01_07 14_07 14_08,3,DC:missing_target_anchor_edge
50553,2,1,7,14,10,02_01 01_07 14_07 14_10,3,DC:missing_target_anchor_edge
50556,2,1,7,14,13,02_01 01_07 14_07 14_13,3,DC:missing_target_anchor_edge
50569,2,1,8,3,4,02_01 01_08 03_08 03_04,3,BC:missing_target_anchor_edge
50573,2,1,8,3,9,02_01 01_08 03_08 03_09,3,BC:missing_target_anchor_edge
50671,2,1,8,13,6,02_01 01_08 13_08 13_06,3,BC:missing_target_anchor_edge
50676,2,1,8,13,12,02_01 01_08 13_08 13_12,3,BC:missing_target_anchor_edge
50677,2,1,8,13,14,02_01 01_08 13_08 13_14,3,BC:missing_target_anchor_edge
50681,2,1,8,14,5,02_01 01_08 14_08 14_05,3,BC:missing_target_anchor_edge
50685,2,1,8,14,10,02_01 01_08 14_08 14_10,3,BC:missing_target_anchor_edge
50688,2,1,8,14,13,02_01 01_08 14_08 14_13,3,BC:missing_target_anchor_edge
50701,2,1,9,3,4,02_01 01_09 03_09 03_04,3,BC:missing_target_anchor_edge
50705,2,1,9,3,8,02_01 01_09 03_09 03_08,3,BC:missing_target_anchor_edge
50711,2,1,9,4,0,02_01 01_09 04_09 04_00,3,BC:missing_target_anchor_edge
50712,2,1,9,4,3,02_01 01_09 04_09 04_03,3,BC:missing_target_anchor_edge
50713,2,1,9,4,5,02_01 01_09 04_09 04_05,3,BC:missing_target_anchor_edge
50782,2,1,9,11,7,02_01 01_09 11_09 11_07,3,BC:missing_target_anchor_edge
50784,2,1,9,11,10,02_01 01_09 11_09 11_10,3,BC:missing_target_anchor_edge
50785,2,1,9,11,12,02_01 01_09 11_09 11_12,3,BC:missing_target_anchor_edge
50792,2,1,9,12,6,02_01 01_09 12_09 12_06,3,BC:missing_target_anchor_edge
50796,2,1,9,12,11,02_01 01_09 12_09 12_11,3,BC:missing_target_anchor_edge
50797,2,1,9,12,13,02_01 01_09 12_09 12_13,3,BC:missing_target_anchor_edge
50854,2,1,10,5,0,02_01 01_10 05_10 05_00,3,BC:missing_target_anchor_edge
50856,2,1,10,5,4,02_01 01_10 05_10 05_04,3,BC:missing_target_anchor_edge
50864,2,1,10,5,14,02_01 01_10 05_10 05_14,3,BC:missing_target_anchor_edge
50883,2,1,10,7,11,02_01 01_10 07_10 07_11,3,BC:missing_target_anchor_edge
50914,2,1,10,11,7,02_01 01_10 11_10 11_07,3,BC:missing_target_anchor_edge
50916,2,1,10,11,9,02_01 01_10 11_10 11_09,3,BC:missing_target_anchor_edge
